T,H,P
29.43,68.85,0
29.43,68.85,0
29.43,68.83,0
29.43,68.83,0
29.42,68.82,0
29.43,68.86,0
29.42,68.87,0
29.43,68.86,0
29.42,68.86,0
29.43,68.85,0
29.43,68.86,0
29.44,68.85,0
29.44,68.84,0
29.43,68.83,0
29.44,68.82,0
29.44,68.82,0
29.43,68.83,0
29.44,68.84,0
29.44,68.83,0
29.43,68.85,0
29.43,68.83,0
29.41,68.85,0
29.42,68.89,0
29.42,68.86,0
29.42,68.87,0
29.42,68.85,0
29.43,68.86,0
29.43,68.88,0
29.43,68.84,0
29.43,68.87,0
29.43,68.84,0
29.43,68.85,0
29.43,68.82,0
29.44,68.84,0
29.42,68.84,0
29.44,68.85,0
29.42,68.86,0
29.43,68.85,0
29.42,68.85,0
29.42,68.84,0
29.43,68.85,0
29.43,68.85,0
29.43,68.85,0
29.43,68.85,0
29.43,68.86,0
29.44,68.87,0
29.42,68.85,0
29.42,68.87,0
29.42,68.86,0
29.41,68.87,0
29.4,68.89,0
29.41,68.89,0
29.4,68.89,0
29.4,68.89,0
29.4,68.88,0
29.42,68.89,0
29.41,68.89,0
29.41,68.87,0
29.42,68.86,0
29.42,68.86,0
29.42,68.85,0
29.4,68.87,0
29.41,68.88,0
29.42,68.89,0
29.4,68.88,0
29.4,68.89,0
29.41,68.89,0
29.4,68.91,0
29.41,68.92,0
29.39,68.92,0
29.39,68.94,0
29.39,68.92,0
29.38,68.93,0
29.39,68.93,0
29.38,68.96,0
29.38,68.95,0
29.37,68.97,0
29.37,68.98,0
29.36,68.98,0
29.37,68.96,0
29.37,68.96,0
29.37,68.99,0
29.37,68.98,0
29.37,68.99,0
29.36,69.1,0
29.36,69.1,0
29.36,68.99,0
29.37,68.99,0
29.38,68.98,0
29.38,68.98,0
29.38,68.98,0
29.38,68.99,0
29.37,68.99,0
29.36,68.99,0
29.37,68.99,0
29.37,69.1,0
29.36,69,0
29.37,69.2,0
29.38,68.99,0
29.37,69.1,0
29.36,69,0
29.37,68.98,0
29.37,68.97,0
29.37,68.98,0
29.36,69.1,0
29.36,69.1,0
29.36,69.2,0
29.37,68.98,0
29.37,69,0
29.35,69.1,0
29.35,69.2,0
29.35,69.3,0
29.35,69,0
29.35,69.4,0
29.36,69.6,0
29.35,69.5,0
29.36,69.5,0
29.36,69.8,0
29.36,69.9,0
29.37,69.7,0
29.35,69.6,0
29.36,69.7,0
29.36,69.7,0
29.36,69.7,0
29.36,69.5,0
29.36,69.1,0
29.36,69.1,0
29.36,69.9,0
29.36,69.9,0
29.37,69.7,0
29.37,69.9,0
29.37,69.11,0
29.37,69.9,0
29.37,69.5,0
29.38,69.6,0
29.38,69.5,0
29.38,69.5,0
29.37,69.5,0
29.36,69.5,0
29.37,69.9,0
29.36,69.9,0
29.36,69.12,0
29.36,69.1,0
29.36,69.11,0
29.35,69.1,0
29.36,69.11,0
29.36,69.11,0
29.35,69.13,0
29.35,69.15,0
29.33,69.17,0
29.35,69.16,0
29.35,69.16,0
29.34,69.17,0
29.33,69.17,0
29.33,69.2,0
29.32,69.22,0
29.32,69.23,0
29.32,69.21,0
29.32,69.2,0
29.33,69.21,0
29.32,69.28,0
29.32,69.26,0
29.34,69.24,0
29.34,69.22,0
29.35,69.18,0
29.34,69.2,0
29.35,69.2,0
29.34,69.23,0
29.35,69.21,0
29.34,69.21,0
29.34,69.23,0
29.34,69.21,0
29.34,69.21,0
29.35,69.2,0
29.35,69.21,0
29.34,69.21,0
29.35,69.19,0
29.34,69.2,0
29.35,69.21,0
29.35,69.19,0
29.35,69.18,0
29.35,69.19,0
29.35,69.2,0
29.35,69.21,0
29.35,69.24,0
29.36,69.24,0
29.35,69.23,0
29.35,69.23,0
29.35,69.21,0
29.36,69.19,0
29.35,69.19,0
29.35,69.22,0
29.35,69.21,0
29.35,69.2,0
29.35,69.23,0
29.33,69.24,0
29.34,69.26,0
29.33,69.27,0
29.33,69.27,0
29.34,69.25,0
29.35,69.25,0
29.35,69.24,0
29.35,69.24,0
29.34,69.27,0
29.33,69.29,0
29.34,69.31,0
29.32,69.3,0
29.33,69.29,0
29.33,69.28,0
29.33,69.3,0
29.34,69.28,0
29.33,69.29,0
29.34,69.3,0
29.33,69.3,0
29.34,69.26,0
29.34,69.3,0
29.34,69.3,0
29.35,69.33,0
29.35,69.28,0
29.36,69.28,0
29.35,69.28,0
29.35,69.27,0
29.35,69.31,0
29.36,69.34,0
29.35,69.33,0
29.36,69.3,0
29.34,69.29,0
29.35,69.3,0
29.34,69.31,0
29.34,69.32,0
29.35,69.34,0
29.35,69.33,0
29.34,69.33,0
29.35,69.33,0
29.35,69.33,0
29.34,69.33,0
29.35,69.35,0
29.35,69.36,0
29.35,69.33,0
29.34,69.34,0
29.34,69.32,0
29.35,69.32,0
29.34,69.34,0
29.33,69.32,0
29.36,69.31,0
29.34,69.3,0
29.35,69.28,0
29.36,69.31,0
29.35,69.29,0
29.34,69.3,0
29.35,69.32,0
29.35,69.3,0
29.35,69.32,0
29.35,69.33,0
29.35,69.33,0
29.34,69.33,0
29.34,69.31,0
29.34,69.32,0
29.35,69.3,0
29.34,69.3,0
29.35,69.31,0
29.34,69.31,0
29.35,69.32,0
29.34,69.32,0
29.33,69.32,0
29.34,69.32,0
29.35,69.32,0
29.35,69.32,0
29.35,69.33,0
29.35,69.31,0
29.34,69.3,0
29.34,69.32,0
29.35,69.33,0
29.34,69.33,0
29.35,69.32,0
29.37,69.32,0
29.37,69.3,0
29.37,69.25,0
29.38,69.27,0
29.38,69.25,0
29.39,69.27,0
29.39,69.24,0
29.38,69.24,0
29.38,69.25,0
29.38,69.26,0
29.39,69.27,0
29.39,69.23,0
29.39,69.22,0
29.39,69.25,0
29.38,69.26,0
29.37,69.25,0
29.36,69.27,0
29.36,69.27,0
29.37,69.27,0
29.36,69.26,0
29.35,69.28,0
29.36,69.3,0
29.37,69.3,0
29.35,69.3,0
29.37,69.28,0
29.37,69.28,0
29.35,69.31,0
29.36,69.31,0
29.34,69.33,0
29.35,69.35,0
29.35,69.34,0
29.36,69.36,0
29.37,69.35,0
29.36,69.33,0
29.36,69.35,0
29.36,69.36,0
29.36,69.39,0
29.35,69.35,0
29.37,69.36,0
29.35,69.4,0
29.35,69.38,0
29.35,69.38,0
29.36,69.37,0
29.35,69.34,0
29.34,69.35,0
29.34,69.36,0
29.35,69.37,0
29.35,69.36,0
29.35,69.37,0
29.36,69.36,0
29.36,69.36,0
29.36,69.35,0
29.35,69.35,0
29.36,69.38,0
29.36,69.36,0
29.37,69.35,0
29.37,69.36,0
29.35,69.35,0
29.36,69.36,0
29.35,69.39,0
29.36,69.39,0
29.34,69.39,0
29.34,69.39,0
29.34,69.37,0
29.34,69.38,0
29.34,69.39,0
29.34,69.4,0
29.34,69.4,0
29.36,69.4,0
29.34,69.4,0
29.35,69.37,0
29.35,69.42,0
29.34,69.43,0
29.34,69.44,0
29.35,69.44,0
29.36,69.4,0
29.36,69.41,0
29.36,69.38,0
29.35,69.37,0
29.36,69.39,0
29.37,69.4,0
29.36,69.39,0
29.38,69.37,0
29.36,69.36,0
29.36,69.39,0
29.36,69.4,0
29.36,69.38,0
29.36,69.39,0
29.36,69.38,0
29.36,69.39,0
29.36,69.42,0
29.35,69.39,0
29.35,69.39,0
29.36,69.39,0
29.35,69.4,0
29.35,69.41,0
29.35,69.42,0
29.34,69.4,0
29.34,69.43,0
29.36,69.43,0
29.35,69.44,0
29.36,69.44,0
29.36,69.44,0
29.37,69.4,0
29.37,69.39,0
29.37,69.41,0
29.39,69.39,0
29.38,69.43,0
29.38,69.43,0
29.4,69.42,0
29.39,69.42,0
29.4,69.43,0
29.4,69.37,0
29.41,69.38,0
29.41,69.37,0
29.41,69.37,0
29.41,69.35,0
29.41,69.34,0
29.4,69.34,0
29.41,69.33,0
29.41,69.32,0
