T,H,P
27.89,62.41,0
27.88,62.34,0
27.87,62.37,0
27.87,62.32,0
27.86,62.3,0
27.86,62.38,0
27.86,62.34,0
27.84,62.31,0
27.85,62.37,0
27.84,62.33,0
27.84,62.34,0
27.84,62.25,0
27.83,62.26,0
27.83,62.26,0
27.81,62.26,0
27.81,62.26,0
27.81,62.19,0
27.8,62.2,0
27.78,62.19,0
27.79,62.2,0
27.78,62.24,0
27.77,62.3,0
27.77,62.31,0
27.76,62.25,0
27.75,62.2,0
27.76,62.21,0
27.76,62.19,0
27.77,62.19,0
27.74,62.15,0
27.75,62.16,0
27.74,62.21,0
27.75,62.24,0
27.75,62.25,0
27.73,62.22,0
27.73,62.19,0
27.73,62.18,0
27.73,62.18,0
27.72,62.21,0
27.72,62.21,0
27.71,62.18,0
27.71,62.16,0
27.7,62.21,0
27.7,62.26,0
27.7,62.26,0
27.69,62.24,0
27.7,62.23,0
27.69,62.24,0
27.69,62.25,0
27.68,62.28,0
27.68,62.29,0
27.69,62.27,0
27.69,62.22,0
27.68,62.23,0
27.68,62.28,0
27.67,62.27,0
27.68,62.26,0
27.69,62.24,0
27.67,62.26,0
27.66,62.29,0
27.66,62.32,0
27.67,62.33,0
27.66,62.31,0
27.67,62.31,0
27.67,62.3,0
27.66,62.32,0
27.65,62.33,0
27.64,62.36,0
27.63,62.39,0
27.64,62.4,0
27.64,62.39,0
27.65,62.41,0
27.65,62.39,0
27.63,62.42,0
27.63,62.42,0
27.64,62.44,0
27.63,62.42,0
27.64,62.44,0
27.64,62.43,0
27.62,62.43,0
27.65,62.45,0
27.64,62.44,0
27.63,62.47,0
27.64,62.56,0
27.64,62.54,0
27.64,62.54,0
27.62,62.57,0
27.64,62.61,0
27.64,62.6,0
27.64,62.56,0
27.64,62.6,0
27.65,62.59,0
27.65,62.59,0
27.65,62.69,0
27.64,62.7,0
27.64,62.66,0
27.66,62.63,0
27.63,62.64,0
27.65,62.64,0
27.64,62.65,0
27.64,62.66,0
27.65,62.67,0
27.65,62.67,0
27.64,62.68,0
27.65,62.72,0
27.64,62.7,0
27.64,62.69,0
27.66,62.69,0
27.66,62.72,0
27.65,62.74,0
27.64,62.72,0
27.65,62.77,0
27.66,62.74,0
27.65,62.73,0
27.64,62.73,0
27.64,62.73,0
27.63,62.74,0
27.65,62.76,0
27.63,62.75,0
27.63,62.76,0
27.63,62.78,0
27.63,62.79,0
27.63,62.8,0
27.63,62.81,0
27.63,62.83,0
27.62,62.84,0
27.63,62.84,0
27.63,62.86,0
27.63,62.88,0
27.63,62.87,0
27.63,62.85,0
27.63,62.88,0
27.62,62.88,0
27.62,62.9,0
27.62,62.91,0
27.63,62.9,0
27.63,62.91,0
27.63,62.93,0
27.62,62.91,0
27.63,62.91,0
27.62,62.92,0
27.63,62.93,0
27.62,62.94,0
27.62,62.96,0
27.61,62.98,0
27.61,62.98,0
27.6,62.98,0
27.61,63.3,0
27.6,63.3,0
27.61,63.3,0
27.62,63.1,0
27.63,62.99,0
27.63,63.1,0
27.63,63.4,0
27.62,63.6,0
27.62,63.7,0
27.62,63.7,0
27.62,63.4,0
27.63,63.5,0
27.62,63.6,0
27.62,63.6,0
27.63,63.11,0
27.61,63.2,0
27.6,63.19,0
27.61,63.17,0
27.61,63.19,0
27.6,63.19,0
27.61,63.17,0
27.59,63.27,0
27.62,63.27,0
27.62,63.23,0
27.6,63.22,0
27.6,63.23,0
27.61,63.26,0
27.63,63.32,0
27.63,63.3,0
27.63,63.28,0
27.62,63.28,0
27.63,63.27,0
27.63,63.26,0
27.63,63.25,0
27.63,63.27,0
27.63,63.29,0
27.62,63.3,0
27.63,63.32,0
27.62,63.34,0
27.62,63.34,0
27.63,63.34,0
27.63,63.36,0
27.62,63.35,0
27.62,63.32,0
27.62,63.31,0
27.61,63.35,0
27.61,63.44,0
27.62,63.5,0
27.61,63.41,0
27.61,63.41,0
27.6,63.42,0
27.6,63.45,0
27.61,63.43,0
27.61,63.45,0
27.6,63.45,0
27.6,63.41,0
27.6,63.41,0
27.61,63.43,0
27.6,63.39,0
27.61,63.41,0
27.61,63.42,0
27.61,63.42,0
27.61,63.5,0
27.6,63.53,0
27.59,63.5,0
27.6,63.52,0
27.59,63.56,0
27.6,63.56,0
27.6,63.61,0
27.6,63.6,0
27.6,63.54,0
27.6,63.54,0
27.6,63.53,0
27.6,63.51,0
27.59,63.54,0
27.6,63.56,0
27.59,63.55,0
27.58,63.59,0
27.6,63.57,0
27.6,63.62,0
27.6,63.59,0
27.61,63.64,0
27.6,63.62,0
27.59,63.64,0
27.59,63.63,0
27.61,63.63,0
27.61,63.59,0
27.61,63.61,0
27.61,63.6,0
27.61,63.61,0
27.61,63.6,0
27.61,63.59,0
27.6,63.62,0
27.6,63.59,0
27.61,63.62,0
27.6,63.6,0
27.6,63.59,0
27.6,63.59,0
27.6,63.6,0
27.59,63.6,0
27.59,63.61,0
27.58,63.67,0
27.59,63.67,0
27.58,63.65,0
27.58,63.73,0
27.58,63.72,0
27.6,63.74,0
27.6,63.7,0
27.61,63.68,0
27.61,63.69,0
27.63,63.65,0
27.62,63.63,0
27.62,63.63,0
27.63,63.67,0
27.63,63.63,0
27.61,63.66,0
27.61,63.68,0
27.6,63.69,0
27.62,63.67,0
27.61,63.69,0
27.6,63.72,0
27.59,63.7,0
27.6,63.7,0
27.6,63.69,0
27.61,63.66,0
27.61,63.64,0
27.61,63.63,0
27.62,63.66,0
27.62,63.66,0
27.6,63.65,0
27.6,63.67,0
27.6,63.65,0
27.61,63.66,0
27.58,63.7,0
27.59,63.69,0
27.59,63.68,0
27.59,63.66,0
27.6,63.69,0
27.58,63.7,0
27.59,63.7,0
27.58,63.71,0
27.58,63.71,0
27.58,63.71,0
27.59,63.72,0
27.57,63.74,0
27.59,63.74,0
27.59,63.72,0
27.58,63.74,0
27.58,63.73,0
27.59,63.76,0
27.58,63.77,0
27.59,63.75,0
27.58,63.79,0
27.57,63.78,0
27.58,63.77,0
27.59,63.79,0
27.58,63.79,0
27.58,63.81,0
27.57,63.81,0
27.59,63.81,0
27.58,63.81,0
27.6,63.79,0
27.59,63.81,0
27.59,63.81,0
27.6,63.81,0
27.6,63.81,0
27.6,63.8,0
27.61,63.82,0
27.6,63.82,0
27.6,63.85,0
27.6,63.88,0
27.62,63.86,0
27.62,63.87,0
27.61,63.89,0
27.62,63.91,0
27.61,63.93,0
27.62,63.9,0
27.6,63.91,0
27.63,63.87,0
27.62,63.91,0
27.61,63.9,0
27.61,63.96,0
27.6,63.96,0
27.62,63.95,0
27.61,63.97,0
27.62,63.99,0
27.62,63.99,0
27.62,64.1,0
27.62,64.4,0
27.62,64.1,0
27.63,64,0
27.62,64.2,0
27.61,64.4,0
27.62,64.4,0
27.61,64.4,0
27.62,64.5,0
27.62,64.6,0
27.62,64.6,0
27.62,64.8,0
27.62,64.1,0
27.62,64.8,0
27.61,64.9,0
27.63,64.12,0
27.64,64.12,0
27.64,64.1,0
27.64,64.11,0
27.63,64.13,0
27.63,64.15,0
27.63,64.15,0
27.63,64.19,0
27.62,64.22,0
27.62,64.21,0
27.62,64.22,0
27.61,64.24,0
27.62,64.26,0
27.63,64.26,0
27.62,64.27,0
27.63,64.26,0
27.64,64.26,0
27.63,64.28,0
27.64,64.35,0
27.63,64.34,0
27.63,64.32,0
27.64,64.33,0
27.63,64.33,0
27.63,64.35,0
27.64,64.35,0
27.63,64.34,0
27.63,64.37,0
27.63,64.36,0
27.62,64.36,0
27.63,64.38,0
27.62,64.41,0
27.63,64.4,0
27.63,64.41,0
27.64,64.41,0
27.63,64.4,0
27.64,64.39,0
27.63,64.41,0
27.62,64.42,0
27.62,64.46,0
27.62,64.49,0
27.62,64.5,0
27.61,64.5,0
27.64,64.45,0
27.63,64.48,0
27.64,64.5,0
27.64,64.52,0
27.65,64.54,0
,,0
,,0
,,0
27.64,64.56,0
27.64,64.56,0
27.65,64.54,0
27.64,64.54,0
27.64,64.56,0
27.63,64.61,0
27.64,64.61,0
27.64,64.57,0
27.64,64.59,0
27.63,64.6,0
27.64,64.61,0
27.63,64.61,0
27.64,64.63,0
27.63,64.6,0
27.63,64.61,0
27.64,64.63,0
27.63,64.64,0
27.62,64.64,0
27.61,64.67,0
27.62,64.68,0
27.62,64.68,0
27.62,64.69,0
27.62,64.71,0
27.63,64.72,0
27.62,64.73,0
27.63,64.71,0
27.64,64.7,0
27.63,64.7,0
27.63,64.67,0
27.63,64.69,0
27.63,64.71,0
27.64,64.68,0
27.64,64.7,0
27.63,64.73,0
27.63,64.76,0
27.63,64.75,0
27.64,64.75,0
27.64,64.76,0
27.64,64.77,0
27.63,64.77,0
27.63,64.76,0
27.65,64.81,0
27.64,64.77,0
27.65,64.77,0
27.64,64.89,0
27.63,64.88,0
27.64,64.9,0
27.63,64.9,0
27.63,64.91,0
27.63,64.88,0
27.64,64.9,0
27.64,64.94,0
27.63,64.93,0
27.62,64.96,0
27.63,64.93,0
27.63,64.97,0
27.63,64.96,0
27.63,64.96,0
27.62,65.1,0
27.63,65,0
27.64,65.3,0
27.63,65.2,0
27.63,64.99,0
27.62,65.5,0
27.62,65.6,0
27.63,65.7,0
27.62,65.7,0
27.61,65.11,0
27.62,65.18,0
27.63,65.16,0
27.63,65.14,0
27.62,65.14,0
27.62,65.13,0
27.63,65.17,0
27.64,65.12,0
27.64,65.8,0
27.64,65.11,0
27.64,65.12,0
27.63,65.12,0
27.64,65.13,0
27.64,65.11,0
27.63,65.11,0
27.63,65.12,0
27.63,65.15,0
27.64,65.14,0
27.65,65.26,0
27.64,65.26,0
27.64,65.23,0
27.63,65.21,0
27.63,65.2,0
27.62,65.23,0
27.63,65.2,0
27.63,65.19,0
27.63,65.19,0
27.64,65.18,0
27.64,65.2,0
27.64,65.18,0
27.64,65.16,0
27.64,65.18,0
27.64,65.2,0
27.64,65.2,0
27.64,65.21,0
27.65,65.2,0
27.64,65.21,0
27.66,65.21,0
27.65,65.16,0
27.66,65.16,0
27.65,65.14,0
27.66,65.15,0
27.65,65.21,0
27.65,65.22,0
27.65,65.18,0
27.66,65.18,0
27.66,65.18,0
27.66,65.19,0
27.65,65.19,0
27.66,65.19,0
27.65,65.22,0
27.65,65.24,0
27.64,65.23,0
27.64,65.23,0
27.64,65.27,0
27.64,65.23,0
27.65,65.26,0
27.65,65.23,0
27.65,65.22,0
27.64,65.24,0
27.64,65.26,0
27.64,65.26,0
27.64,65.29,0
27.64,65.28,0
27.64,65.28,0
27.64,65.28,0
27.64,65.3,0
27.65,65.24,0
27.65,65.28,0
27.65,65.3,0
27.65,65.3,0
27.64,65.33,0
27.63,65.33,0
27.65,65.33,0
27.65,65.31,0
27.65,65.28,0
27.65,65.28,0
27.66,65.29,0
27.66,65.27,0
27.66,65.3,0
27.66,65.27,0
27.65,65.27,0
27.66,65.27,0
27.67,65.23,0
27.68,65.25,0
27.66,65.24,0
27.67,65.25,0
27.67,65.26,0
27.67,65.28,0
27.66,65.25,0
27.65,65.29,0
27.65,65.3,0
27.64,65.35,0
27.65,65.33,0
27.65,65.32,0
27.64,65.36,0
27.64,65.36,0
27.65,65.36,0
27.64,65.41,0
27.65,65.43,0
27.64,65.64,0
27.65,65.68,0
27.65,65.91,0
27.64,66.1,0
27.65,66.4,0
27.66,66.2,0
27.65,66.8,0
27.66,66.1,0
27.67,65.99,0
27.68,66.21,0
27.67,66.28,0
27.69,66.37,0
27.68,66.36,0
27.69,66.38,0
27.69,66.49,0
27.7,66.43,0
27.69,66.42,0
27.7,66.57,0
27.69,66.61,0
27.71,66.49,0
27.7,66.47,0
27.71,66.48,0
27.71,66.61,0
27.72,66.7,0
27.72,66.64,0
27.73,66.6,0
27.74,66.69,0
27.75,66.7,0
27.75,66.53,0
27.76,66.73,0
27.76,66.73,0
27.75,66.72,0
27.75,66.8,0
27.76,66.7,0
27.76,67.11,0
27.76,66.65,0
27.74,66.57,0
27.75,66.75,0
27.73,66.98,0
27.73,66.87,0
27.75,67.6,0
27.74,67.13,0
27.76,67.47,0
27.74,67.63,0
27.76,67.81,0
27.74,68.7,0
27.75,68.21,0
27.74,68.42,0
27.75,68.58,0
27.76,69.13,0
27.76,69.4,0
27.76,69.6,0
27.78,69.6,0
27.79,69.6,0
27.79,69.17,0
27.79,69.47,0
27.8,69.38,0
27.81,69.67,0
27.8,69.72,0
27.83,69.86,0
27.84,69.78,0
27.84,70.9,0
27.85,70.16,0
27.86,70.12,0
27.87,70.11,0
27.9,70.38,0
27.9,70.62,0
27.91,70.6,0
27.91,70.71,0
27.91,70.8,0
27.92,70.88,0
27.93,71.6,0
27.94,71.2,0
27.96,71.45,0
27.95,71.45,0
27.96,71.47,0
27.97,71.59,0
27.97,71.66,0
27.99,71.76,0
27.99,72,0
28,72.13,0
28,72.18,0
28.2,72.23,0
28.4,72.3,0
28.4,72.15,0
28.5,72.58,0
28.6,72.31,0
28.5,72.45,0
28.6,72.34,0
28.8,72.28,0
28.9,72.37,0
28.9,72.49,0
28.1,72.8,0
28.1,72.75,0
28.11,72.98,0
28.14,73.21,0
28.15,73.6,0
28.16,73,0
28.17,73.4,0
28.17,73.1,0
28.19,73.19,0
28.19,73.4,0
28.21,73.32,0
28.22,73.42,0
28.22,73.59,0
28.24,73.72,0
28.25,73.86,0
28.27,74.12,0
28.27,73.99,0
28.28,74.12,0
28.3,74.11,0
28.31,74.31,0
28.32,74.16,0
28.33,74.24,0
28.35,74.34,0
28.36,74.18,0
28.38,73.82,0
28.38,73.56,0
28.4,73.78,0
28.39,74.17,0
28.38,74.14,0
28.4,74.23,0
28.38,74.5,3.02
28.31,75.85,7.23
28.28,76.24,15.59
28.22,75.8,15.04
28.11,75.2,21.49
27.97,74.9,30.7
27.85,73.15,31.19
27.63,71.71,30.53
27.48,71.3,31.25
27.42,70.22,31.11
27.36,68.99,30.93
27.29,68.52,31.1
27.13,67.52,31.06
26.99,66.76,30.93
26.77,66.31,30.7
26.61,66.1,30.7
26.51,65.37,30.55
26.29,64.79,31.33
26.16,64.53,30.21
25.97,64.34,31.02
25.84,64.15,30.79
25.68,63.93,30.39
25.56,63.64,31.25
25.48,63.58,31.07
25.34,62.92,31.15
25.31,62.89,30.88
25.38,62.4,30.85
25.35,61.82,30.41
25.3,61.58,30.51
25.17,61.19,30.7
24.89,61.4,29.98
24.82,61.32,31.3
24.79,61.3,30.74
24.69,61.15,30.81
24.6,60.95,30.95
24.55,61.12,30.8
24.38,61.3,29.83
24.33,60.99,30.6
24.34,60.84,30.34
24.32,60.6,30.15
24.23,60.65,30.43
24.17,60.74,30.3
24.13,60.58,29.97
24.4,60.51,30.37
24,60.36,30.35
23.91,60.3,29.89
23.9,60.18,30.25
23.89,59.99,30.33
23.83,59.78,30.53
23.75,59.99,30.73
23.75,59.83,30.11
23.73,59.91,30.69
23.72,59.66,30.52
23.66,59.61,30.38
23.57,59.57,30.05
23.59,59.48,30.13
23.55,59.22,29.84
23.46,59.28,29.73
23.41,59.4,30.32
23.39,59.23,30.16
23.37,59.14,30.3
23.33,59.11,30.58
23.25,59.25,30.36
23.18,59.21,30.09
23.17,59.23,30.75
23.19,59.6,30.04
23.15,58.99,30.65
23.7,59.14,30.73
23.8,58.97,30.21
23.2,58.96,30.18
22.98,59.3,30.12
22.98,58.9,30.05
22.97,58.81,30.23
22.84,59.27,30.1
22.81,59.55,30.29
22.72,59.5,30.21
22.72,59.61,29.64
22.61,59.63,29.63
22.6,59.76,30.08
22.62,59.83,30.17
22.69,59.71,30.7
22.72,59.55,30.13
22.7,59.45,29.78
22.71,59.46,30.14
22.7,59.52,30.05
22.64,59.59,29.83
22.63,59.62,30.69
22.6,59.8,30.09
22.63,59.68,30.05
22.6,59.63,30.08
22.54,59.58,30.28
22.51,59.67,29.88
22.48,59.43,30.46
22.55,59.36,30.12
22.53,59.22,30.15
22.56,59.28,30.43
22.51,59.11,30.51
22.51,59.1,29.67
22.49,59.8,29.99
22.51,58.93,30.09
22.52,59.1,30.15
22.46,58.99,30.48
22.37,59.23,30.24
22.28,59.23,30.13
22.26,59.24,30.22
22.3,59.31,29.91
22.33,59.25,30.4
22.31,59.34,30.6
22.29,59.43,30.42
22.36,59.5,30.11
22.37,59.12,30.26
22.39,59.12,29.85
22.35,59.16,30.13
22.32,59.28,29.95
22.29,59.3,30.39
22.26,59.33,30.5
22.22,59.53,30.39
22.26,59.44,30.7
22.26,59.29,30.16
22.18,59.5,30.74
22.23,59.46,30.4
22.21,59.46,30.13
22.18,59.31,30.38
22.19,59.31,30.34
22.25,59.19,30.24
22.27,59.9,30.06
22.3,58.84,29.52
22.27,58.6,30.4
22.18,58.81,29.91
22.17,58.67,30.22
22.14,58.9,30.17
22.7,58.83,30.39
22.1,58.9,30.44
22.11,58.79,30.01
22.11,58.8,30.76
22.9,59,30.45
22.5,59.16,30.16
22.6,59.16,30.41
22,59.3,29.96
22.6,59.19,29.83
22.11,59.8,30.65
22.1,59.15,30.11
22.8,59.51,30.29
22.3,59.49,30.39
22.6,59.47,30.19
22.8,59.31,30.33
22.6,59.16,30.06
22.5,59.27,30.35
22.2,59.24,30.46
21.98,59.28,30.11
21.94,59.34,30.33
21.96,59.21,30.28
21.94,59.28,29.77
21.98,59.12,30.39
21.94,59.24,29.92
21.95,59.26,29.98
21.97,59.27,30.12
21.96,59.14,29.84
21.93,59.19,30.24
21.87,59.35,30.33
21.87,59.43,29.99
21.93,59.33,30.08
21.9,59.2,30.22
21.88,59.25,29.94
21.9,59.3,29.8
21.89,59.1,29.87
21.84,59.2,30.11
21.81,59.8,29.64
21.82,58.99,30.32
21.81,58.95,30.62
21.8,58.95,30.35
21.8,59.1,30.8
21.85,58.93,30.42
21.8,59.4,30.44
21.81,59,30.38
21.8,58.94,30.18
21.78,58.99,31.11
21.82,59.7,30.51
21.85,59.1,30.66
21.82,59.15,30.44
21.79,59.29,30.31
21.81,59.31,30.44
21.77,59.43,30.6
21.77,59.58,30.47
21.81,59.43,30.6
21.78,59.43,30.96
21.8,59.39,30.51
21.72,59.55,30.84
21.74,59.47,30.37
21.71,59.51,30.6
21.75,59.57,30.99
21.71,59.48,30.35
21.73,59.23,30.33
21.74,59.22,30.99
21.67,59.15,30.73
21.55,59.47,30.78
21.51,59.58,30.66
21.54,59.53,30.38
21.58,59.35,30.75
21.58,59.34,30.59
21.59,59.38,30.61
21.6,59.42,30.6
21.67,59.26,30.83
21.71,59.11,30.31
21.72,59.7,30.28
21.73,59.8,30.47
21.71,59.11,29.97
21.71,59.11,30.69
21.72,59.14,30.57
21.7,59.16,30.35
21.71,59.14,30.15
21.63,59.37,30.39
21.67,59.43,30.04
21.68,59.21,30.28
21.66,59.29,30.84
21.63,59.29,30.2
21.61,59.19,30.83
21.54,59.41,30.38
21.53,59.5,30.92
21.53,59.41,30.93
21.58,59.45,30
21.58,59.44,30.49
21.55,59.36,30.71
21.53,59.3,29.9
21.52,59.43,30.18
21.59,59.12,30.24
21.7,59.16,3.94
21.82,59.21,0
21.96,59.21,0
22.9,59.31,0
22.22,59.11,0
22.39,59.13,0
22.53,59.1,0
22.67,58.85,0
22.83,58.63,0
22.97,58.47,0
23.12,58.32,0
23.26,58.19,0
23.41,58.12,0
23.55,57.98,0
23.67,57.97,0
23.79,57.98,0
23.9,57.83,0
24,57.76,0
24.12,57.83,0
24.23,57.75,0
24.35,57.66,0
24.45,57.62,0
24.52,57.54,0
24.61,57.4,0
24.69,57.25,0
24.78,56.99,0
24.86,57.3,0
24.95,56.96,0
25.6,56.9,0
25.14,57.2,0
25.23,57.48,0
25.32,57.46,0
25.37,57.31,0
25.43,57.39,0
25.48,57.82,0
25.56,57.72,0
25.62,57.92,0
25.67,58.49,0
25.72,58.38,0
25.79,58.29,0
25.83,58.5,0
25.88,58.31,0
25.94,58.4,0
25.99,58.26,0
26.4,58.42,0
26.9,58.43,0
26.13,58.79,0
26.17,59.25,0
26.21,59.44,0
26.26,59.34,0
26.29,58.75,0
26.31,58.82,0
26.37,59.26,0
26.43,59.9,0
26.48,59.32,0
26.52,59.28,0
26.56,59.6,0
26.59,59.5,0
26.62,59,0
26.66,58.89,0
26.69,59.11,0
26.71,59.14,0
26.75,59.31,0
26.77,59.49,0
26.81,59.56,0
26.85,59.97,0
26.9,60,0
26.95,60.1,0
26.99,59.9,0
27.1,59.54,0
27.5,59.53,0
27.6,59.54,0
27.8,59.39,0
27.12,59.54,0
27.14,59.72,0
27.15,59.84,0
27.17,60.3,0
27.21,60.52,0
27.23,60.22,0
27.24,59.97,0
27.27,60.56,0
27.3,60.49,0
27.32,60.39,0
27.35,60.78,0
27.39,60.99,0
27.41,61.4,0
27.43,61.1,0
27.43,61.4,0
27.45,61.36,0
27.36,62.66,4
27.2,63.16,9.39
27.7,63.57,15.46
27.5,63.58,15.13
26.92,63.51,26.8
26.73,63.6,32.52
26.48,62.67,32.75
26.22,62.4,32.29
26.3,61.96,32.15
25.86,61.73,31.51
25.71,61.36,31.62
25.55,60.93,32.23
25.45,60.61,32.58
25.36,60.47,31.99
25.18,60.25,32.23
25.2,60.29,31.46
24.85,60.19,32.08
24.69,60.31,31.95
24.65,60.6,31.99
24.49,60.13,32.15
24.41,59.92,31.02
24.29,59.83,31.43
24.16,59.76,31.87
24.12,59.75,32.17
24.7,59.69,31.55
24.3,59.52,31.08
23.92,59.35,31.26
23.82,59.44,30.94
23.84,59.3,31.78
23.87,59.19,31.41
23.85,59.2,31.52
23.79,58.78,31.23
23.76,58.91,31.01
23.65,58.93,31.03
23.49,59.12,31.49
23.49,59.45,30.89
23.42,58.99,30.77
23.37,58.7,31.52
23.27,58.69,31.83
23.24,58.8,31.05
23.28,58.79,31.46
23.2,58.6,31.3
23.13,58.67,31.38
23.11,58.87,31.36
22.99,59.19,30.74
22.93,59.34,31.56
22.9,59.29,31.01
22.9,59.26,31.32
22.89,59.4,31.25
22.79,59,31.05
22.78,58.79,31.04
22.69,58.96,31.25
22.68,58.94,30.57
22.66,58.71,30.74
22.6,58.75,31.15
22.51,58.93,31.09
22.55,58.88,30.66
22.52,58.73,31.24
22.49,58.77,30.87
22.49,58.9,31.12
22.44,58.75,30.83
22.45,58.87,31.05
22.41,58.67,30.53
22.34,58.84,30.43
22.31,58.59,30.18
22.27,58.62,31.33
22.25,58.58,30.42
22.2,58.66,31.02
22.17,58.72,30.36
22.19,58.53,30.63
22.9,58.57,30.75
22.6,58.73,30.56
22.6,58.73,30.68
22.4,58.57,30.46
21.94,59,30.76
21.96,58.99,29.86
22.1,58.69,31.03
22,58.57,30.49
22.3,58.48,30.98
21.99,58.39,30.66
22,58.3,31
21.95,58.38,30.83
21.86,58.59,30.62
21.81,58.73,30.8
21.8,58.78,30.37
21.81,58.84,30.54
21.95,58.7,30.47
22.2,58.41,30.57
21.94,58.51,30.41
22.1,58.47,30.43
22.6,58.31,30.71
22.5,58.22,31.03
22.2,58.43,30.5
21.98,58.44,30.51
22.3,58.51,31.07
22,58.37,30.69
21.94,58.4,30.6
21.9,58.46,30.86
21.85,58.55,31.18
21.85,58.57,30.8
21.88,58.43,31.1
21.91,58.29,30.92
21.87,58.27,30.47
21.85,58.28,30.76
21.78,58.35,31.41
21.8,58.26,30.88
21.7,58.42,30.97
21.69,58.44,30.88
21.84,58.18,31.03
21.86,58.6,31.13
21.89,57.95,31.07
21.84,57.85,30.49
21.8,57.95,30.79
21.76,58.9,30.59
21.69,58.42,31.22
21.71,58.31,30.47
21.71,58.37,30.84
21.73,58.22,30.4
21.77,58.23,30.42
21.79,58.9,30.82
21.73,58.21,30.69
21.75,58.36,30.4
21.76,58.16,30.03
21.78,58.16,30.78
21.81,58.15,30.21
21.78,58.26,30.86
21.73,58.18,29.94
21.74,58.2,30.23
21.71,58.25,30.39
21.71,58.19,29.83
21.68,58.6,29.92
21.69,58.1,29.73
21.67,57.96,30.31
21.59,58.13,30.25
21.62,58.1,30.75
21.63,58.1,30.16
21.61,57.9,30.65
21.59,57.89,29.98
21.59,58.12,29.92
21.59,58.1,30.23
21.6,58.18,30.28
21.59,58.29,30.41
21.61,58.3,30.08
21.59,58.3,30.84
21.52,58.49,29.91
21.5,58.69,30.8
21.42,58.9,30.74
21.4,59.2,30.36
21.42,59.22,30.6
21.4,59.36,31
21.29,59.73,30.76
21.3,59.78,30.34
21.25,59.92,30.27
21.19,59.96,30.64
21.24,59.92,30.34
21.32,59.74,30.59
21.35,59.54,30.59
21.31,59.48,30.98
21.3,59.62,30.33
21.36,59.42,30.46
21.35,59.25,30.43
21.31,59.26,30.32
21.28,59.38,30.26
21.23,59.53,30.22
21.25,59.62,30.41
21.31,59.47,29.88
21.37,59.26,30.21
21.4,59.16,30.12
21.42,59.18,30.34
21.41,59.5,30.52
21.44,59,30.14
21.41,58.94,29.88
21.4,58.92,30.11
21.39,58.87,30.08
21.44,58.89,30.4
21.46,58.67,30.09
21.47,58.63,30.44
21.48,58.56,30.13
21.5,58.56,30.34
21.5,58.61,30.69
21.51,58.54,30.31
21.51,58.26,30.5
21.49,58.4,30.41
21.42,58.28,30.32
21.45,58.32,30.4
21.46,58.25,29.91
21.43,58.13,30.29
21.27,58.65,30.36
21.3,58.83,30.28
21.33,58.69,30.41
21.31,58.81,30.09
21.31,58.86,30.23
21.32,58.84,30.68
21.29,58.78,30.07
21.16,59.9,30.69
21.17,59.16,30.34
21.8,59.36,30.51
21.5,59.52,30.35
21.15,59.6,30.11
21.18,59.42,30.4
21.17,59.45,30.36
21.17,59.46,30.01
21.11,59.73,30.81
21.9,59.91,29.95
21.16,59.82,31.09
21.21,59.59,29.79
21.21,59.47,30.66
21.11,59.76,30.34
21.9,59.86,30.52
21.6,59.86,30.04
21.22,60,5.04
21.35,60.1,0.01
21.47,60.6,0
21.61,59.96,0
21.77,60.3,0
21.92,60.1,0
22.6,59.8,0
22.2,59.74,0
22.33,59.67,0
22.49,59.43,0
22.61,59.44,0
22.72,59.1,0
22.85,59.6,0
22.98,59.11,0
23.9,58.94,0
23.2,58.88,0
23.3,58.79,0
23.38,58.9,0
23.53,58.76,0
23.63,58.71,0
23.71,58.58,0
23.8,58.49,0
23.91,58.19,0
24,58.22,0
24.8,58.22,0
24.16,58.6,0
24.25,58.2,0
24.33,58.12,0
24.39,58.14,0
24.5,57.97,0
24.59,57.83,0
24.64,57.71,0
24.71,57.73,0
24.76,57.82,0
24.81,57.96,0
24.85,57.81,0
24.9,57.68,0
24.97,57.59,0
25.1,57.64,0
25.4,57.32,0
25.8,57.66,0
25.12,57.63,0
25.17,57.66,0
25.19,57.7,0
25.24,57.73,0
25.28,57.7,0
25.33,57.76,0
25.35,57.8,0
25.39,57.74,0
25.42,57.76,0
25.47,57.73,0
25.5,57.92,0
25.53,57.93,0
25.58,57.85,0
25.62,57.99,0
25.66,57.76,0
25.69,58,0
25.73,58.5,0
25.76,57.97,0
25.8,58.8,0
25.83,58.1,0
25.88,57.91,0
25.9,57.74,0
25.94,57.86,0
25.98,57.92,0
26.2,57.94,0
26.5,57.99,0
26.7,58,0
26.1,57.9,0
26.12,57.96,0
26.16,57.9,0
26.19,58.1,0
26.22,58.5,0
26.23,58,0
26.26,57.98,0
26.29,58.4,0
26.31,57.94,0
26.31,57.85,0
26.32,57.91,0
26.33,57.94,0
26.36,57.95,0
26.37,57.92,0
26.4,57.89,0
26.42,57.95,0
26.44,57.92,0
26.47,57.93,0
26.49,58.7,0
26.51,57.95,0
26.52,58.2,0
26.53,58.36,0
26.55,58.45,0
26.57,58.3,0
26.58,58.28,0
26.6,58.1,0
26.61,58.4,0
26.62,57.99,0
26.63,57.97,0
26.63,57.91,0
26.66,57.99,0
26.66,58.3,0
26.67,58.7,0
26.68,58.1,0
26.67,58.9,0
26.67,58.21,0
26.68,58.25,0
26.69,58.2,0
26.69,58.19,0
